selection,parent-type,node-type,child-type,count
parens,<EqualsInitializer>,bracketedPrimary,tilde,1
parens,<UnaryExpression>,bracketedPrimary,array-subscript,4
parens,multiply,bracketedPrimary,binaryAnd,2043
parens,multiply,bracketedPrimary,logicalOr,25
parens,field-reference,bracketedPrimary,minusAssign,1
parens,plusAssign,bracketedPrimary,field-reference,29
superfluous-parens,equals,bracketedPrimary,modulo,1482
operator-precedence,shiftLeft,star,bracketedPrimary,73
parens,plusAssign,bracketedPrimary,shiftLeftAssign,2
parens,<CaseStatement>,bracketedPrimary,<TypeIdExpression>,1
superfluous-parens,plus2,bracketedPrimary,plus1,3
parens,minus2,bracketedPrimary,modulo,613
superfluous-parens,minus2,bracketedPrimary,tilde,5
parens,delete,bracketedPrimary,expression-list,13
parens,multiplyAssign,bracketedPrimary,conditional,10
parens,field-reference,bracketedPrimary,shiftLeft,36
parens,<ArrayModifier>,bracketedPrimary,plus2,11
parens,<PackExpansionExpression>,bracketedPrimary,shiftLeft,2
operator-precedence,shiftRight,star,function-call,10
operator-precedence,expression-list,star,prefixIncr,9
parens,divide,bracketedPrimary,minus2,7301
parens,<InitializerList>,bracketedPrimary,divide,182
superfluous-parens,shiftRightAssign,bracketedPrimary,binaryAnd,5
superfluous-parens,lessThan,bracketedPrimary,prefixIncr,2
superfluous-parens,greaterThan,bracketedPrimary,divide,358
parens,not,bracketedPrimary,<LiteralExpression>,24
operator-precedence,conditional,not,star,5
parens,sizeof,bracketedPrimary,shiftLeft,2
superfluous-parens,binaryOrAssign,bracketedPrimary,equals,158
parens,notequals,bracketedPrimary,cast,95
parens,binaryAnd,bracketedPrimary,greaterEqual,51
parens,logicalOr,bracketedPrimary,logicalAnd,35583
parens,binaryAndAssign,bracketedPrimary,notequals,6
operator-precedence,plus2,star,postFixDecr,18
parens,star,bracketedPrimary,cast,3819
parens,function-call,bracketedPrimary,<IdExpression>,27731
parens,multiply,bracketedPrimary,minus1,110
parens,logicalAnd,bracketedPrimary,prefixIncr,2
parens,field-reference,bracketedPrimary,amper,193
operator-precedence,logicalOr,not,field-reference,13148
parens,prefixDecr,bracketedPrimary,field-reference,121
operator-precedence,binaryOr,minus2,,95
operator-precedence,plus2,not,bracketedPrimary,11
superfluous-parens,binaryOrAssign,bracketedPrimary,tilde,2
operator-precedence,modulo,modulo,,13
superfluous-parens,logicalOr,bracketedPrimary,tilde,6
parens,binaryXor,bracketedPrimary,array-subscript,15
superfluous-parens,notequals,bracketedPrimary,multiply,137
parens,prefixIncr,bracketedPrimary,function-call,20
parens,logicalAnd,bracketedPrimary,shiftLeft,4
parens,binaryOrAssign,bracketedPrimary,greaterEqual,3
parens,logicalOr,bracketedPrimary,prefixDecr,1
parens,amper,bracketedPrimary,function-call,262
superfluous-parens,conditional,bracketedPrimary,equals,10772
superfluous-parens,logicalOr,bracketedPrimary,array-subscript,18
parens,shiftRight,bracketedPrimary,tilde,53
superfluous-parens,equals,bracketedPrimary,star,250
parens,binaryOr,bracketedPrimary,assign,28
parens,notequals,bracketedPrimary,not,64
operator-precedence,binaryAnd,tilde,array-subscript,204
parens,cast,bracketedPrimary,<SimpleTypeConstructorExpression>,2
parens,logicalAnd,bracketedPrimary,lessThan,5744
operator-precedence,equals,tilde,<IdExpression>,32
operator-precedence,equals,not,<IdExpression>,290
superfluous-parens,prefixIncr,bracketedPrimary,star,332
parens,<InitializerList>,bracketedPrimary,equals,3
parens,greaterThan,bracketedPrimary,logicalAnd,17
parens,binaryAnd,bracketedPrimary,modulo,27
operator-precedence,star,prefixIncr,star,6
superfluous-parens,binaryAndAssign,bracketedPrimary,greaterEqual,1
superfluous-parens,shiftRight,bracketedPrimary,<LiteralExpression>,55
operator-precedence,shiftLeft,not,<IdExpression>,73
operator-precedence,logicalAnd,not,<CompoundStatementExpression>,1
parens,plusAssign,bracketedPrimary,plusAssign,3
parens,multiply,bracketedPrimary,function-call,101
parens,plus2,bracketedPrimary,plusAssign,29
parens,function-call,bracketedPrimary,minus1,49
parens,<ReturnStatement>,bracketedPrimary,tilde,38
parens,prefixDecr,bracketedPrimary,plus2,1
operator-precedence,lessEqual,not,<LiteralExpression>,2
operator-precedence,binaryAnd,tilde,<IdExpression>,9120
parens,notequals,bracketedPrimary,star,117
superfluous-parens,amper,bracketedPrimary,star,174
parens,sizeof,bracketedPrimary,conditional,13
parens,shiftRight,bracketedPrimary,binaryOr,145
operator-precedence,minus1,tilde,field-reference,9
parens,binaryXor,bracketedPrimary,field-reference,21
parens,divide,bracketedPrimary,minusAssign,1
operator-precedence,expression-list,minus1,function-call,12
parens,<ConstructorInitializer>,bracketedPrimary,notequals,2
parens,equals,bracketedPrimary,expression-list,8
operator-precedence,equals,tilde,function-call,24
operator-precedence,logicalAnd,not,star,540
parens,cast,bracketedPrimary,<CompoundStatementExpression>,2
superfluous-parens,bracketedPrimary,bracketedPrimary,amper,12
superfluous-parens,postFixIncr,bracketedPrimary,<IdExpression>,82
parens,greaterThan,bracketedPrimary,shiftLeftAssign,4
parens,shiftRight,bracketedPrimary,assign,12
parens,binaryAndAssign,bracketedPrimary,logicalAnd,13
parens,plus2,bracketedPrimary,<IdExpression>,833
parens,star,bracketedPrimary,expression-list,9
parens,binaryOrAssign,bracketedPrimary,conditional,203
parens,plusAssign,bracketedPrimary,modulo,14
parens,divide,bracketedPrimary,<TypeIdExpression>,50
parens,assign,bracketedPrimary,equals,2421
parens,function-call,bracketedPrimary,equals,802
operator-precedence,plus2,star,postFixIncr,328
parens,expression-list,bracketedPrimary,field-reference,9
parens,divide,bracketedPrimary,prefixDecr,1
operator-precedence,shiftLeft,minus1,cast,1
parens,<ReturnStatement>,bracketedPrimary,prefixIncr,35
operator-precedence,binaryXor,minus1,<LiteralExpression>,11
parens,<ReturnStatement>,bracketedPrimary,plusAssign,25
parens,expression-list,bracketedPrimary,minusAssign,2
superfluous-parens,assign,bracketedPrimary,sizeof,1
parens,field-reference,bracketedPrimary,expression-list,155
parens,shiftLeftAssign,bracketedPrimary,multiply,21
superfluous-parens,minus2,bracketedPrimary,new,1
parens,sizeof,bracketedPrimary,assign,15
parens,<ExpressionStatement>,bracketedPrimary,<IdExpression>,34
operator-precedence,not,tilde,<LiteralExpression>,1
operator-precedence,binaryOr,tilde,minus1,1
parens,logicalOr,bracketedPrimary,divide,3
superfluous-parens,binaryAndAssign,bracketedPrimary,plus2,1
superfluous-parens,function-call,bracketedPrimary,assign,216
operator-precedence,minus2,plus2,,39
parens,cast,bracketedPrimary,minus2,4005
parens,plusAssign,bracketedPrimary,plus2,570
operator-precedence,greaterThan,not,bracketedPrimary,2
parens,<EqualsInitializer>,bracketedPrimary,minus1,21
operator-precedence,plus2,divide,,6597
parens,greaterThan,bracketedPrimary,plusAssign,74
operator-precedence,conditional,equals,,16795
parens,<ExpressionStatement>,bracketedPrimary,bracketedPrimary,6
parens,greaterThan,bracketedPrimary,minus1,19
parens,assign,bracketedPrimary,greaterEqual,220
parens,shiftLeft,bracketedPrimary,logicalOr,14
operator-precedence,binaryXor,minus1,array-subscript,1
parens,star,bracketedPrimary,function-call,525
superfluous-parens,logicalAnd,bracketedPrimary,modulo,80
superfluous-parens,field-reference,bracketedPrimary,<IdExpression>,5783
parens,greaterThan,bracketedPrimary,shiftRight,401
parens,function-call,bracketedPrimary,<LambdaExpression>,34
parens,<EqualsInitializer>,bracketedPrimary,shiftLeftAssign,1
superfluous-parens,divideAssign,bracketedPrimary,plusAssign,1
operator-precedence,notequals,tilde,array-subscript,6
parens,<FieldDeclarator>,bracketedPrimary,multiply,1
parens,<SimpleDeclSpecifier>,bracketedPrimary,equals,4
parens,binaryOrAssign,bracketedPrimary,not,3
superfluous-parens,shiftLeft,bracketedPrimary,modulo,739
operator-precedence,binaryAnd,plus2,,81
superfluous-parens,minus2,bracketedPrimary,divide,1042
superfluous-parens,shiftRight,bracketedPrimary,array-subscript,187
parens,<InitializerList>,bracketedPrimary,<IdExpression>,100
superfluous-parens,function-call,bracketedPrimary,sizeof,15
operator-precedence,greaterThan,plus2,,5
parens,<IfStatement>,bracketedPrimary,plus2,2
parens,binaryXor,bracketedPrimary,equals,265
superfluous-parens,greaterThan,bracketedPrimary,modulo,154
parens,<EqualsInitializer>,bracketedPrimary,star,84
parens,prefixIncr,bracketedPrimary,pmdot,6
operator-precedence,shiftLeft,tilde,star,1
parens,conditional,bracketedPrimary,binaryAndAssign,6
superfluous-parens,plusAssign,bracketedPrimary,logicalOr,1
superfluous-parens,conditional,bracketedPrimary,tilde,6
superfluous-parens,moduloAssign,bracketedPrimary,conditional,2
superfluous-parens,plus2,bracketedPrimary,pmarrow,1
superfluous-parens,greaterEqual,bracketedPrimary,minus1,3
superfluous-parens,multiplyAssign,bracketedPrimary,binaryAnd,1
superfluous-parens,shiftRight,bracketedPrimary,bracketedPrimary,30
parens,logicalAnd,bracketedPrimary,greaterThan,4795
parens,<UnaryExpression>,bracketedPrimary,<LiteralExpression>,1
operator-precedence,notequals,not,not,195
superfluous-parens,greaterThan,bracketedPrimary,bracketedPrimary,4
parens,binaryAndAssign,bracketedPrimary,logicalOr,18
parens,logicalAnd,bracketedPrimary,cast,3
parens,not,bracketedPrimary,binaryAndAssign,6
parens,modulo,bracketedPrimary,shiftRight,86
parens,<ForStatement>,bracketedPrimary,assign,461
operator-precedence,conditional,tilde,cast,28
superfluous-parens,bracketedPrimary,bracketedPrimary,pmdot,1
superfluous-parens,plusAssign,bracketedPrimary,array-subscript,6
superfluous-parens,plusAssign,bracketedPrimary,star,540
parens,<FieldDeclarator>,bracketedPrimary,assign,1
parens,equals,bracketedPrimary,binaryXorAssign,3
parens,lessEqual,bracketedPrimary,sizeof,2
operator-precedence,multiply,tilde,star,1
superfluous-parens,<UnaryExpression>,bracketedPrimary,star,2
parens,conditional,bracketedPrimary,lessThan,2767
parens,minusAssign,bracketedPrimary,<TypeIdExpression>,3
parens,not,bracketedPrimary,pmarrow,1
superfluous-parens,minus2,bracketedPrimary,star,167
parens,logicalAnd,bracketedPrimary,assign,1815
superfluous-parens,equals,bracketedPrimary,multiply,183
operator-precedence,shiftRight,tilde,<IdExpression>,58
parens,logicalOr,bracketedPrimary,equals,21131
parens,array-subscript,bracketedPrimary,notequals,4
parens,minus1,bracketedPrimary,field-reference,30
parens,binaryAnd,bracketedPrimary,bracketedPrimary,171
parens,assign,bracketedPrimary,binaryAndAssign,11
operator-precedence,logicalAnd,lessEqual,,409
parens,lessThan,bracketedPrimary,binaryAndAssign,4
parens,divideAssign,bracketedPrimary,shiftRight,19
operator-precedence,shiftRight,modulo,,8
parens,not,bracketedPrimary,greaterEqual,168
parens,binaryXor,bracketedPrimary,function-call,11
parens,shiftLeft,bracketedPrimary,conditional,1829
parens,lessEqual,bracketedPrimary,prefixIncr,1
operator-precedence,binaryOr,minus1,function-call,1
parens,<FieldDeclarator>,bracketedPrimary,minus1,2
superfluous-parens,binaryAnd,bracketedPrimary,bracketedPrimary,171
parens,assign,bracketedPrimary,<BinaryExpression>,2
operator-precedence,modulo,tilde,minus1,1
operator-precedence,equals,not,<LiteralExpression>,4
superfluous-parens,logicalOr,bracketedPrimary,binaryAnd,6437
parens,plus2,bracketedPrimary,sizeof,9
superfluous-parens,logicalAnd,bracketedPrimary,prefixIncr,2
operator-precedence,logicalAnd,shiftRight,,21
parens,conditional,bracketedPrimary,minus1,49
superfluous-parens,plusAssign,bracketedPrimary,shiftLeft,460
parens,binaryOr,bracketedPrimary,not,28
superfluous-parens,binaryAndAssign,bracketedPrimary,minus1,1
parens,greaterThan,bracketedPrimary,assign,1032
parens,lessEqual,bracketedPrimary,divideAssign,1
parens,postFixDecr,bracketedPrimary,star,346
superfluous-parens,bracketedPrimary,bracketedPrimary,function-call,73
parens,shiftRight,bracketedPrimary,expression-list,359
operator-precedence,binaryOr,star,bracketedPrimary,20
parens,function-call,bracketedPrimary,logicalOr,219
parens,array-subscript,bracketedPrimary,field-reference,172
superfluous-parens,expression-list,bracketedPrimary,plusAssign,6
parens,binaryAnd,bracketedPrimary,conditional,180
parens,binaryAnd,bracketedPrimary,binaryXor,1590
parens,<UnaryExpression>,bracketedPrimary,expression-list,5
parens,binaryOr,bracketedPrimary,modulo,44
parens,throw,bracketedPrimary,function-call,4
operator-precedence,expression-list,binaryAnd,,257
parens,multiplyAssign,bracketedPrimary,plusAssign,1
parens,plusAssign,bracketedPrimary,conditional,194
superfluous-parens,binaryXor,bracketedPrimary,tilde,9
operator-precedence,not,tilde,<IdExpression>,18
operator-precedence,expression-list,amper,function-call,32
parens,not,bracketedPrimary,expression-list,3
parens,cast,bracketedPrimary,binaryXor,65
operator-precedence,conditional,shiftLeft,,482
operator-precedence,logicalAnd,star,<IdExpression>,21
parens,greaterEqual,bracketedPrimary,<LiteralExpression>,8
parens,expression-list,bracketedPrimary,expression-list,38
parens,prefixIncr,bracketedPrimary,bracketedPrimary,1
operator-precedence,expression-list,minus1,array-subscript,7
parens,star,bracketedPrimary,postFixIncr,2593
parens,cast,bracketedPrimary,equals,222
parens,bracketedPrimary,bracketedPrimary,throw,1
parens,multiply,bracketedPrimary,array-subscript,33
parens,modulo,bracketedPrimary,array-subscript,4
operator-precedence,binaryOr,not,<LiteralExpression>,80
superfluous-parens,assign,bracketedPrimary,plusAssign,43
parens,sizeof,bracketedPrimary,<IdExpression>,59948
parens,<WhileStatement>,bracketedPrimary,binaryAnd,24
parens,<InitializerList>,bracketedPrimary,multiply,134
superfluous-parens,shiftRight,bracketedPrimary,prefixDecr,4
parens,binaryOrAssign,bracketedPrimary,binaryOr,2322
superfluous-parens,minus2,bracketedPrimary,amper,14
parens,<ExpressionStatement>,bracketedPrimary,expression-list,211
parens,conditional,bracketedPrimary,shiftLeft,412
operator-precedence,conditional,minus1,function-call,81
parens,expression-list,bracketedPrimary,notequals,2
parens,function-call,bracketedPrimary,<TypeIdExpression>,51
superfluous-parens,lessEqual,bracketedPrimary,greaterThan,3
superfluous-parens,plus2,bracketedPrimary,star,232
superfluous-parens,sizeof,bracketedPrimary,<TypeIdExpression>,3
parens,minus2,bracketedPrimary,greaterEqual,2
parens,notequals,bracketedPrimary,binaryXor,103
superfluous-parens,plus2,bracketedPrimary,modulo,742
parens,plusAssign,bracketedPrimary,greaterEqual,4
operator-precedence,plus2,not,star,1
superfluous-parens,binaryXorAssign,bracketedPrimary,shiftRight,194
parens,notequals,bracketedPrimary,greaterThan,75
parens,<ReturnStatement>,bracketedPrimary,<SimpleTypeConstructorExpression>,2
operator-precedence,plus2,amper,bracketedPrimary,25
parens,binaryOrAssign,bracketedPrimary,logicalAnd,32
parens,shiftRight,bracketedPrimary,sizeof,1
parens,binaryXor,bracketedPrimary,binaryAnd,1234
parens,logicalAnd,bracketedPrimary,prefixDecr,25
parens,binaryXorAssign,bracketedPrimary,star,17
parens,multiply,bracketedPrimary,logicalAnd,147
operator-precedence,logicalOr,shiftLeft,,1
parens,modulo,bracketedPrimary,greaterThan,1
parens,amper,bracketedPrimary,shiftLeft,2
parens,greaterEqual,bracketedPrimary,function-call,17
parens,field-reference,bracketedPrimary,lessEqual,5
parens,bracketedPrimary,bracketedPrimary,plusAssign,99
operator-precedence,expression-list,notequals,,188
operator-precedence,binaryXor,star,cast,102
parens,lessEqual,bracketedPrimary,divide,111
superfluous-parens,shiftLeft,bracketedPrimary,shiftRight,743
superfluous-parens,plus2,bracketedPrimary,amper,30
parens,<ExpressionStatement>,bracketedPrimary,postFixIncr,4
parens,assign,bracketedPrimary,modulo,155
parens,modulo,bracketedPrimary,greaterEqual,3
parens,binaryOr,bracketedPrimary,greaterEqual,25
parens,multiply,bracketedPrimary,<LiteralExpression>,294
parens,<ReturnStatement>,bracketedPrimary,bracketedPrimary,248
parens,tilde,bracketedPrimary,binaryXor,94
superfluous-parens,greaterThan,bracketedPrimary,minus1,10
superfluous-parens,binaryAnd,bracketedPrimary,lessThan,74
parens,binaryAnd,bracketedPrimary,cast,554
parens,divide,bracketedPrimary,plus2,7309
operator-precedence,conditional,greaterEqual,,1420
parens,logicalOr,bracketedPrimary,plus2,17
superfluous-parens,binaryXor,bracketedPrimary,equals,265
operator-precedence,binaryOr,not,function-call,26
superfluous-parens,binaryXor,bracketedPrimary,notequals,166
superfluous-parens,conditional,bracketedPrimary,shiftLeftAssign,1
superfluous-parens,plusAssign,bracketedPrimary,<IdExpression>,63
superfluous-parens,assign,bracketedPrimary,notequals,1384
operator-precedence,binaryAnd,minus1,function-call,22
operator-precedence,shiftRight,minus1,cast,3
parens,conditional,bracketedPrimary,assign,118
parens,binaryOrAssign,bracketedPrimary,shiftRight,220
operator-precedence,binaryOr,modulo,,8
parens,equals,bracketedPrimary,prefixDecr,20
superfluous-parens,cast,bracketedPrimary,minus1,59
parens,minus2,bracketedPrimary,tilde,5
operator-precedence,binaryAnd,not,bracketedPrimary,3
operator-precedence,binaryAnd,minus2,,98
superfluous-parens,logicalAnd,bracketedPrimary,<IdExpression>,723
parens,equals,bracketedPrimary,binaryAndAssign,3
superfluous-parens,multiplyAssign,bracketedPrimary,plus2,76
